Devices
1000
,,Plate force 1 - CoP,,
Frame,Sub Frame,Cx,Cy
,,mm,mm
53,3,17.6839,-35.3978
53,4,17.8884,-35.4766
53,5,17.8314,-35.5115
53,6,17.7448,-35.2099
53,7,17.8487,-35.2822
53,8,17.7623,-35.2217
53,9,17.9178,-35.2869
54,0,17.7485,-35.1903
54,1,17.8475,-35.1574
54,2,17.7484,-35.2042
54,3,17.7908,-35.2369
54,4,17.852,-35.1945
54,5,17.9561,-35.2472
54,6,17.7468,-35.2141
54,7,17.9588,-35.3445
54,8,17.7994,-35.167
54,9,17.7267,-35.4175
55,0,17.9232,-35.2722
55,1,17.8369,-35.2041
55,2,17.9553,-35.0934
55,3,17.9552,-35.4251
55,4,17.9803,-35.0769
55,5,17.9564,-35.1641
55,6,17.9417,-35.2014
55,7,17.9709,-35.1915
55,8,17.8877,-35.1472
55,9,18.0405,-35.0982
56,0,17.9256,-35.3731
56,1,18.1395,-35.3542
56,2,17.8836,-35.2491
56,3,17.9746,-35.2258
56,4,17.9348,-35.2431
56,5,17.9918,-35.2305
56,6,18.044,-35.2388
56,7,18.0386,-35.2739
56,8,18.1183,-35.3702
56,9,17.9628,-35.1446
57,0,18.0154,-35.0151
57,1,18.0666,-35.1554
57,2,17.7857,-35.088
57,3,17.9067,-35.0359
57,4,17.8479,-34.8461
57,5,18.0029,-35.2286
57,6,17.8516,-35.1403
57,7,17.8804,-35.3606
57,8,17.9782,-34.9759
57,9,17.8664,-35.1992
58,0,17.7456,-35.1011
58,1,17.8128,-34.962
58,2,17.9548,-35.3126
58,3,17.6648,-35.0936
58,4,17.7731,-35.1017
58,5,17.7932,-35.2451
58,6,17.7251,-35.1527
58,7,17.8489,-35.3082
58,8,17.5958,-35.1835
58,9,17.7436,-34.9796
59,0,17.8025,-35.0897
59,1,17.8284,-35.276
59,2,17.6672,-35.0932
59,3,17.6279,-35.2346
59,4,17.6672,-34.9079
59,5,17.496,-35.1829
59,6,17.8213,-35.1891
59,7,17.7157,-35.1051
59,8,17.675,-34.9441
59,9,17.5675,-35.1454
60,0,17.7779,-35.0328
60,1,17.7803,-35.2529
60,2,17.706,-35.2534
60,3,17.7033,-35.0746
60,4,17.7353,-35.3033
60,5,17.6229,-35.3029
60,6,17.6679,-35.0469
60,7,17.7045,-35.2928
60,8,17.6654,-35.3761
60,9,17.5864,-35.3658
61,0,17.7356,-35.2585
61,1,17.605,-35.2342
61,2,17.5893,-35.0756
61,3,17.5779,-35.1309
61,4,17.6889,-35.4448
61,5,17.5948,-35.0133
61,6,17.6074,-35.1191
61,7,17.5832,-35.3021
61,8,17.5733,-35.1677
61,9,17.7286,-35.0462
62,0,17.5821,-35.1249
62,1,17.6975,-35.1214
62,2,17.6049,-35.2053
62,3,17.5717,-35.1016
62,4,17.501,-34.9411
62,5,17.6106,-35.0434
62,6,17.7107,-35.18
62,7,17.6531,-35.0352
62,8,17.7404,-35.173
62,9,17.8098,-35.2815
63,0,17.5573,-34.948
63,1,17.6948,-35.1681
63,2,17.5623,-35.0929
63,3,17.7156,-35.0461
63,4,17.6611,-35.0066
63,5,17.7158,-35.2557
63,6,17.6594,-35.1818
63,7,17.6715,-34.9673
63,8,17.6679,-35.2631
63,9,17.6231,-34.847
64,0,17.7324,-35.0743
64,1,17.7483,-34.9253
64,2,17.535,-35.0236
64,3,17.9342,-35.1161
64,4,17.7179,-35.1641
64,5,17.6993,-35.1993
64,6,17.6325,-35.0562
64,7,17.5805,-35.1307
64,8,17.5546,-34.93
64,9,17.7417,-35.0238
65,0,17.6926,-35.1443
65,1,17.7245,-35.0384
65,2,17.6717,-35.307
65,3,17.449,-35.1689
65,4,17.5341,-35.0039
65,5,17.7268,-35.0347
65,6,17.4197,-34.8687
65,7,17.6002,-35.1137
65,8,17.6175,-35.1243
65,9,17.5419,-35.2258
66,0,17.5445,-35.0243
66,1,17.4344,-35.1074
66,2,17.4815,-34.9689
66,3,17.6139,-35.253
66,4,17.5253,-34.8991
66,5,17.5463,-34.926
66,6,17.5422,-34.951
66,7,17.5013,-35.0645
66,8,17.4234,-34.852
66,9,17.5524,-35.3185
67,0,17.443,-35.0112
67,1,17.635,-35.2592
67,2,17.3184,-34.7043
67,3,17.4115,-34.9727
67,4,17.4483,-34.9262
67,5,17.5221,-35.1767
67,6,17.4804,-34.7969
67,7,17.364,-34.9184
67,8,17.3689,-34.9538
67,9,17.5238,-35.1982
68,0,17.4809,-34.9769
68,1,17.3562,-35.1249
68,2,17.4308,-34.9497
68,3,17.4854,-35.2977
68,4,17.4877,-35.0584
68,5,17.2767,-34.9196
68,6,17.3797,-35.3014
68,7,17.4323,-35.0128
68,8,17.3023,-35.2222
68,9,17.4582,-35.052
69,0,17.3417,-34.9898
69,1,17.2677,-34.9925
69,2,17.389,-34.8705
69,3,17.3251,-35.0759
69,4,17.422,-35.1699
69,5,17.4318,-34.9329
69,6,17.3277,-34.8686
69,7,17.4192,-35.0322
69,8,17.3232,-35.2172
69,9,17.3486,-35.2499
70,0,17.494,-35.1786
70,1,17.431,-35.05
70,2,17.4817,-34.9465
70,3,17.4682,-35.1913
70,4,17.4341,-34.9794
70,5,17.3583,-35.0327
70,6,17.4999,-35.1556
70,7,17.511,-35.0531
70,8,17.5406,-34.8448
70,9,17.4609,-34.8681
71,0,17.3062,-34.8985
71,1,17.5375,-35.0664
71,2,17.5018,-35.0099
71,3,17.418,-34.9661
71,4,17.4302,-34.8867
71,5,17.4147,-35.1579
71,6,17.4685,-35.0964
71,7,17.6749,-35.1411
71,8,17.4838,-34.8779
71,9,17.606,-34.8371
72,0,17.4271,-34.8983
72,1,17.6265,-35.0614
