Devices
1000
,,Plate force 1 - CoP,,
Frame,Sub Frame,Cx,Cy
,,mm,mm
33,6,14.887,-24.474
33,7,15.0048,-24.6403
33,8,15.0926,-24.3407
33,9,14.9393,-24.4524
34,0,15.0689,-24.4527
34,1,14.9539,-24.5437
34,2,14.9064,-24.3797
34,3,15.2163,-24.5845
34,4,14.9984,-24.6087
34,5,15.1427,-24.5053
34,6,15.1209,-24.4728
34,7,15.164,-24.3553
34,8,15.1102,-24.8609
34,9,15.1549,-24.6142
35,0,15.142,-24.575
35,1,15.2607,-24.6496
35,2,15.1824,-24.6046
35,3,15.1948,-24.7713
35,4,15.2037,-24.6339
35,5,15.2782,-24.6218
35,6,15.2188,-24.7634
35,7,15.3644,-24.7184
35,8,15.5675,-25.0024
35,9,15.5968,-24.7916
36,0,15.4769,-25.0939
36,1,15.3789,-24.9653
36,2,15.6828,-25.2918
36,3,15.449,-25.1595
36,4,15.6307,-25.3274
36,5,15.502,-24.9886
36,6,15.6495,-25.0852
36,7,15.6277,-25.1004
36,8,15.6685,-24.9336
36,9,15.746,-25.0944
37,0,15.5428,-25.2339
37,1,15.7003,-25.1596
37,2,15.6943,-25.3938
37,3,15.683,-25.3254
37,4,15.6548,-25.3045
37,5,15.7572,-25.3717
37,6,15.6507,-25.7028
37,7,15.7815,-25.4666
37,8,15.8322,-25.5105
37,9,15.5753,-25.3563
38,0,15.7494,-25.5027
38,1,15.7046,-25.4168
38,2,15.7728,-25.371
38,3,15.6774,-25.7027
38,4,15.8619,-25.5776
38,5,15.9188,-25.9258
38,6,15.9872,-25.6673
38,7,15.8421,-25.5391
38,8,15.8507,-25.9168
38,9,16.0103,-25.6317
39,0,15.9425,-25.6079
39,1,16.0276,-25.6909
39,2,15.9254,-25.9012
39,3,15.9141,-25.7955
39,4,16.0037,-25.8921
39,5,15.9887,-25.7023
39,6,15.9351,-25.9251
39,7,16.0323,-25.6197
39,8,15.9874,-25.8024
39,9,16.097,-25.8946
40,0,16.0361,-25.8508
40,1,16.0431,-25.8566
40,2,16.0999,-25.725
40,3,16.092,-25.7588
40,4,16.1342,-25.9748
40,5,16.0496,-26.0289
40,6,16.1101,-25.9581
40,7,16.2768,-26.0565
40,8,16.1841,-25.9587
40,9,16.1095,-25.9487
41,0,16.0884,-25.949
41,1,16.0897,-26.0925
41,2,16.1831,-26.1559
41,3,16.2608,-26.3248
41,4,16.1898,-26.3786
41,5,16.1066,-26.2292
41,6,16.0876,-26.1694
41,7,16.2379,-26.4352
41,8,16.2284,-26.4753
41,9,16.2478,-26.1238
42,0,16.1572,-26.2852
42,1,16.2139,-26.3554
42,2,16.3673,-26.3928
42,3,16.2859,-26.3486
42,4,16.4338,-26.5204
42,5,16.2727,-26.236
42,6,16.4294,-26.6774
42,7,16.326,-26.4537
42,8,16.4475,-26.5278
42,9,16.4686,-26.3393
43,0,16.4085,-26.5831
43,1,16.5497,-26.8776
43,2,16.4814,-26.5111
43,3,16.4953,-26.6691
43,4,16.6252,-26.4191
43,5,16.5673,-26.5509
43,6,16.64,-26.5337
43,7,16.5612,-26.665
43,8,16.561,-26.6991
43,9,16.8185,-26.5699
44,0,16.6117,-26.6066
44,1,16.7837,-26.9717
44,2,16.7505,-26.7766
44,3,16.662,-26.8114
44,4,16.7378,-26.7017
44,5,16.8942,-26.6835
44,6,17.0595,-26.6967
44,7,16.8736,-26.4971
44,8,16.8817,-26.5097
44,9,17.0343,-26.7156
45,0,17.1492,-26.8163
45,1,17.0887,-26.5879
45,2,16.9684,-26.6461
45,3,17.1774,-26.9488
45,4,16.9888,-26.5559
45,5,17.0557,-26.5511
45,6,17.1065,-26.5537
45,7,17.2093,-26.565
45,8,17.3287,-26.6037
45,9,17.3108,-26.6053
46,0,17.351,-26.6785
46,1,17.374,-26.6082
46,2,17.213,-26.7209
46,3,17.2766,-26.4951
46,4,17.5112,-26.5203
46,5,17.5536,-26.6164
46,6,17.5882,-26.8148
46,7,17.3565,-26.9283
46,8,17.4685,-26.7741
46,9,17.6364,-26.7444
47,0,17.6584,-26.6363
47,1,17.5952,-26.5455
47,2,17.7287,-26.8691
47,3,17.7185,-26.6867
47,4,17.7377,-26.6419
47,5,17.8249,-26.8202
47,6,17.7954,-26.4757
47,7,17.7663,-26.5265
47,8,17.6195,-26.8529
47,9,17.7915,-26.7071
48,0,17.916,-26.6687
48,1,17.8564,-26.6819
48,2,17.9294,-26.5872
48,3,17.8751,-26.6316
48,4,17.8383,-26.6126
48,5,17.8227,-26.6593
48,6,17.7953,-26.5477
48,7,17.7311,-26.483
48,8,17.965,-26.475
48,9,17.8934,-26.7245
49,0,18.002,-26.6121
49,1,18.0229,-26.6079
49,2,18.0102,-26.5151
49,3,18.04,-26.7099
49,4,18.1143,-26.698
49,5,17.871,-26.3831
49,6,18.0917,-26.462
49,7,18.0612,-26.4164
49,8,17.8814,-26.4008
49,9,18.0883,-26.2053
50,0,17.9762,-26.4927
50,1,18.0882,-26.3515
50,2,18.0313,-26.1309
50,3,18.1504,-26.092
50,4,17.9952,-26.1261
50,5,18.0932,-26.2957
50,6,18.2949,-26.2684
50,7,18.0813,-26.1856
50,8,18.1153,-26.0282
50,9,18.0703,-26.1138
51,0,18.0357,-26.0375
51,1,18.0708,-26.0825
51,2,18.1188,-25.7957
51,3,18.0051,-25.7687
51,4,18.1328,-25.8277
51,5,18.0832,-25.668
51,6,18.2556,-25.8122
51,7,18.1488,-25.725
51,8,18.0774,-25.5602
51,9,18.2763,-25.4512
52,0,18.0747,-25.5229
52,1,18.155,-25.4058
52,2,18.2033,-25.4054
52,3,18.0582,-25.3887
52,4,18.1849,-25.1937
52,5,18.2423,-25.3503
52,6,18.2154,-25.1397
52,7,18.2424,-24.979
52,8,18.2368,-24.8538
52,9,18.1109,-25.0057
53,0,18.2994,-24.9776
53,1,18.3726,-24.9155
53,2,18.3509,-24.8008
53,3,18.2982,-24.7535
53,4,18.328,-24.8036
53,5,18.3255,-24.8545
53,6,18.299,-24.4664
53,7,18.2082,-24.5973
53,8,18.342,-24.5836
53,9,18.2946,-24.3019
54,0,18.282,-24.5497
54,1,18.4025,-24.2306
54,2,18.2656,-23.9823
54,3,18.3621,-24.1893
54,4,18.532,-24.423
54,5,18.4285,-24.0417
54,6,18.3193,-24.3549
54,7,18.2556,-24.0827
54,8,18.3924,-24.0984
54,9,18.3127,-23.9692
55,0,18.4874,-24.0897
55,1,18.3136,-23.88
55,2,18.3811,-24.0953
55,3,18.6056,-24.0118
55,4,18.2356,-23.985
55,5,18.3833,-23.9905
55,6,18.4342,-24.0494
55,7,18.4147,-23.5634
55,8,18.3719,-23.78
55,9,18.3335,-23.8642
56,0,18.3136,-23.5622
56,1,18.2432,-23.7457
56,2,18.4328,-23.7391
56,3,18.3574,-23.7922
56,4,18.3571,-23.6666
56,5,18.3583,-23.7388
56,6,18.3738,-23.6977
56,7,18.2335,-23.791
56,8,18.4225,-23.6172
56,9,18.4156,-23.5295
57,0,18.3065,-23.5798
57,1,18.3746,-23.4694
57,2,18.4172,-23.3937
57,3,18.3222,-23.4409
57,4,18.2469,-23.3947
57,5,18.2765,-23.5674
57,6,18.4622,-23.6493
57,7,18.2936,-23.2993
57,8,18.3494,-23.3325
57,9,18.3588,-23.4094
58,0,18.3368,-23.6011
58,1,18.2482,-23.2129
58,2,18.2558,-23.4189
58,3,18.3066,-23.2679
58,4,18.2943,-23.2173
58,5,18.4446,-23.4712
58,6,18.3498,-23.2312
58,7,18.4834,-23.3133
58,8,18.4013,-23.3929
58,9,18.3839,-23.3166
59,0,18.3,-23.3278
59,1,18.2023,-23.5595
59,2,18.3958,-23.412
59,3,18.3245,-23.4864
59,4,18.3596,-23.2955
59,5,18.3959,-23.3667
59,6,18.357,-23.4283
59,7,18.3814,-23.5821
59,8,18.2465,-23.4396
59,9,18.4366,-23.4685
60,0,18.1922,-23.4584
60,1,18.3479,-23.4133
60,2,18.2776,-23.477
60,3,18.4214,-23.6112
60,4,18.3095,-23.5243
60,5,18.1834,-23.6427
60,6,18.0692,-23.558
60,7,18.2088,-23.4454
60,8,18.0941,-23.6605
60,9,18.0386,-23.5213
61,0,18.3085,-23.7062
61,1,18.129,-23.7883
61,2,18.0942,-23.5085
61,3,18.2038,-23.7728
61,4,18.1107,-23.7288
61,5,17.9678,-23.6876
61,6,17.9837,-23.9074
61,7,17.9723,-23.7682
61,8,17.9249,-24.1007
61,9,17.9581,-23.7602
62,0,17.8328,-23.7948
62,1,17.857,-24.0137
62,2,17.849,-24.1097
62,3,17.7001,-23.8567
62,4,17.7868,-24.0684
62,5,17.6048,-23.8211
62,6,17.6878,-23.9597
62,7,17.7088,-23.8698
62,8,17.668,-24.2199
62,9,17.6435,-23.9601
63,0,17.6034,-24.0367
63,1,17.6991,-24.1609
63,2,17.6421,-23.977
63,3,17.5895,-24.0813
63,4,17.5093,-24.1433
63,5,17.7062,-24.1072
63,6,17.4355,-24.0967
63,7,17.4541,-24.3836
63,8,17.4711,-24.5369
63,9,17.2401,-24.0728
64,0,17.3897,-24.3254
64,1,17.3256,-24.2121
64,2,17.1973,-24.1759
64,3,17.2864,-24.3495
64,4,17.2591,-24.1652
64,5,17.1615,-24.1587
64,6,17.1997,-24.3283
64,7,17.1116,-24.4274
64,8,17.1267,-24.4164
64,9,17.1615,-24.3825
65,0,17.1655,-24.295
65,1,17.0394,-24.3796
65,2,16.9481,-24.1517
65,3,16.9525,-24.5159
65,4,17.0123,-24.3888
65,5,16.9621,-24.4885
65,6,16.9148,-24.3277
65,7,17.0044,-24.6464
65,8,16.9639,-24.3473
65,9,16.8541,-24.4468
66,0,16.8822,-24.4938
66,1,16.7621,-24.4757
66,2,16.9608,-24.6382
66,3,16.8496,-24.3911
66,4,16.688,-24.2846
66,5,16.6866,-24.3705
66,6,16.744,-24.6474
66,7,16.8144,-24.4227
66,8,16.6629,-24.572
66,9,16.7135,-24.2674
67,0,16.6713,-24.4433
67,1,16.4753,-24.1057
67,2,16.5482,-24.4965
67,3,16.4999,-24.3614
67,4,16.5148,-24.2627
67,5,16.5172,-24.5749
67,6,16.2691,-24.2944
67,7,16.5367,-24.5088
67,8,16.5624,-24.44
67,9,16.3741,-24.2969
68,0,16.3902,-24.3778
68,1,16.3451,-24.2421
68,2,16.4311,-24.4318
68,3,16.424,-24.5389
68,4,16.3375,-24.231
68,5,16.362,-24.1609
68,6,16.3972,-24.4178
68,7,16.2296,-24.0717
68,8,16.4364,-24.4826
68,9,16.3215,-24.5409
69,0,16.2942,-24.4347
69,1,16.3373,-24.1532
69,2,16.3229,-24.1521
69,3,16.2412,-24.1284
69,4,16.3097,-24.4702
69,5,16.1853,-24.2364
69,6,16.3445,-24.3282
69,7,16.3848,-24.1743
69,8,16.2118,-24.4381
69,9,16.3322,-24.288
70,0,16.2431,-24.25
70,1,16.4345,-24.4482
70,2,16.2621,-24.4448
70,3,16.3373,-24.3528
70,4,16.2112,-24.3519
70,5,16.3403,-24.4296
70,6,16.3019,-24.2301
70,7,16.1581,-24.1821
70,8,16.2667,-24.3565
70,9,16.1874,-24.2636
71,0,16.1604,-24.2195
71,1,16.2884,-24.3048
71,2,16.1793,-24.2551
71,3,16.2617,-24.2009
71,4,16.3471,-24.3877
71,5,16.1579,-24.345
71,6,16.3723,-24.2621
71,7,16.3218,-24.3432
71,8,16.2835,-24.3688
71,9,16.2308,-24.4594
72,0,16.1996,-24.2783
72,1,16.4048,-24.2656
72,2,16.3164,-24.5274
72,3,16.1178,-24.1139
72,4,16.3848,-24.5001
72,5,16.3092,-24.1736
72,6,16.345,-24.2844
72,7,16.3765,-24.4599
72,8,16.3386,-24.2342
72,9,16.3177,-24.1839
73,0,16.448,-24.2388
73,1,16.4732,-24.2225
73,2,16.4227,-24.4039
73,3,16.4612,-24.4815
73,4,16.3978,-24.3141
73,5,16.3161,-24.1422
73,6,16.4721,-24.5672
73,7,16.5299,-24.1667
73,8,16.4784,-24.2456
73,9,16.4085,-24.1646
74,0,16.5072,-24.3178
74,1,16.662,-24.5672
74,2,16.4914,-24.3426
74,3,16.6627,-24.1233
74,4,16.577,-24.3635
74,5,16.7052,-24.2043
74,6,16.785,-24.8496
74,7,16.5815,-24.4908
74,8,16.5493,-24.153
74,9,16.6845,-24.3393
75,0,16.741,-24.1765
75,1,16.7433,-24.5419
75,2,16.508,-24.3745
75,3,16.6354,-24.5122
75,4,16.7187,-24.395
