Devices
1000
,,Plate force 1 - CoP,,
Frame,Sub Frame,Cx,Cy
,,mm,mm
78,9,0.14096,-32.4901
79,0,0.0277261,-32.4964
79,1,0.0517224,-32.4255
79,2,0.126378,-32.5219
79,3,0.0583732,-32.5943
79,4,0.00139363,-32.3324
79,5,-0.00259222,-32.4746
79,6,0.0199654,-32.485
79,7,0.0895192,-32.5882
79,8,0.109955,-32.4452
79,9,0.11937,-32.5655
80,0,-0.00691065,-32.4745
80,1,0.0424072,-32.4699
80,2,-0.0643686,-32.3038
80,3,0.0402181,-32.8369
80,4,0.0807083,-32.4932
80,5,0.0871313,-32.4879
80,6,0.0120039,-32.3853
80,7,-0.00556871,-32.6142
80,8,-0.0324374,-32.3455
80,9,0.0943561,-32.6215
81,0,0.04745,-32.7238
81,1,0.0157575,-32.6982
81,2,0.066352,-32.485
81,3,0.0165481,-32.4601
81,4,0.065502,-32.6023
81,5,-0.0188318,-32.6871
81,6,0.0644366,-32.5366
81,7,0.0243013,-32.6874
81,8,-0.0382747,-32.5209
81,9,-0.0289907,-32.5344
82,0,-0.00690252,-32.5533
82,1,-0.00713268,-32.7353
82,2,0.0590442,-32.6269
82,3,-0.0154071,-32.5759
82,4,0.0492415,-32.6937
82,5,0.0716007,-32.5921
82,6,-0.0214871,-32.4754
82,7,-0.0271345,-32.5225
82,8,0.0486825,-32.7052
82,9,-0.0405413,-32.5358
83,0,0.06358,-32.5051
83,1,-0.0657532,-32.4587
83,2,-0.00635295,-32.6539
83,3,0.0252626,-32.7248
83,4,-0.161524,-32.6916
83,5,-0.0422539,-32.6087
83,6,0.0476116,-32.7713
83,7,-0.0597875,-32.7747
83,8,0.0487159,-32.6594
83,9,0.0622576,-32.6873
84,0,0.00294073,-32.7122
84,1,-0.0369429,-32.8443
84,2,-0.126421,-32.5623
84,3,-0.0801092,-32.6627
84,4,-0.0787822,-32.7532
84,5,0.0292558,-32.7778
84,6,-0.033742,-32.4911
84,7,-0.134742,-32.6733
84,8,-0.0960857,-32.7103
84,9,0.0169768,-32.5578
85,0,-0.0879921,-32.6314
85,1,-0.00956257,-32.9169
85,2,-0.0811391,-32.7737
85,3,-0.007234,-32.746
85,4,-0.0433762,-32.6364
85,5,0.111531,-32.662
85,6,0.0388861,-32.9489
85,7,0.0709658,-32.736
85,8,-0.0199536,-32.6893
85,9,0.0324251,-32.5252
86,0,0.110154,-32.8447
86,1,-0.0546212,-32.6827
86,2,-0.0348662,-32.8818
86,3,0.0943737,-32.8504
86,4,0.0468101,-32.767
86,5,0.0119982,-32.7118
86,6,0.169113,-32.996
86,7,0.0890392,-32.626
86,8,0.0116565,-32.6491
86,9,0.0231683,-32.9052
87,0,-0.0295937,-32.9467
87,1,-0.0887788,-32.483
87,2,0.0464057,-32.8024
87,3,-0.100497,-32.8474
87,4,0.00161338,-32.8059
87,5,0.0180776,-32.8028
87,6,0.0976547,-32.8188
87,7,0.110657,-32.8429
87,8,-0.0362019,-32.7554
87,9,0.0550895,-32.6227
88,0,-0.0122111,-32.7135
88,1,-0.0417096,-32.705
88,2,-0.0473725,-32.8504
88,3,-0.00689917,-32.8265
88,4,-0.0401898,-32.9842
88,5,-0.00181416,-32.7629
88,6,0.0290434,-32.7485
88,7,0.0327729,-32.7144
88,8,0.0159768,-32.7462
