Devices
1000
,,Plate force 1 - Moment,,
Frame,Sub Frame,Mx,My
,,N.mm,N.mm
275,7,6282.78,535.937
275,8,6262.24,517.44
275,9,6290.31,536.468
276,0,6251.89,530.961
276,1,6257.73,539.677
276,2,6253.4,538.394
276,3,6262.63,518.347
276,4,6240.58,518.346
276,5,6257.35,532.432
276,6,6246.61,527.877
276,7,6232.85,531.602
276,8,6250.94,538.503
276,9,6213.46,518.237
277,0,6223.82,529.317
277,1,6258.87,514.731
277,2,6233.43,511.601
277,3,6254.71,525.811
277,4,6221.56,524.152
277,5,6219.3,531.352
277,6,6227.58,527.549
277,7,6227.02,529.317
277,8,6243.98,538.394
277,9,6207.05,538.16
278,0,6248.87,516.39
278,1,6226.83,535.906
278,2,6241.9,531.727
278,3,6214.4,511.382
278,4,6222.12,529.802
278,5,6221.37,523.245
278,6,6214.02,529.426
278,7,6212.7,536.813
278,8,6230.41,523.323
278,9,6234.56,513.417
279,0,6216.66,523.26
279,1,6222.69,513.494
279,2,6218.35,537.831
279,3,6188.02,524.153
279,4,6218.17,544.686
279,5,6221.37,519.332
279,6,6196.87,528.863
279,7,6207.42,527.956
279,8,6216.84,537.486
279,9,6211.01,522.118
280,0,6222.13,538.128
280,1,6200.27,525.091
280,2,6223.06,517.861
280,3,6210.82,519.708
280,4,6224.19,529.614
280,5,6185.2,537.002
280,6,6216.28,517.11
280,7,6203.09,528.33
280,8,6210.06,529.051
280,9,6211.94,530.021
281,0,6227.58,506.139
281,1,6181.99,529.755
281,2,6185.38,518.049
281,3,6191.04,512.885
281,4,6194.62,511.226
281,5,6164.47,504.856
281,6,6197.25,514.84
281,7,6181.99,512.243
281,8,6191.98,520.083
281,9,6160.71,509.989
282,0,6198,502.039
282,1,6170.51,500.49
282,2,6169.19,516.766
282,3,6178.04,508.44
282,4,6181.24,504.779
282,5,6165.04,506.937
282,6,6181.24,507.297
282,7,6178.42,512.431
282,8,6191.78,504.105
282,9,6174.27,498.189
283,0,6159.01,495.935
283,1,6184.07,488.283
283,2,6153.54,481.992
283,3,6171.06,508.549
283,4,6152.8,498.268
283,5,6170.88,493.103
283,6,6151.84,483.979
283,7,6155.8,485.794
283,8,6161.83,489.895
283,9,6159.94,481.162
284,0,6158.06,469.221
284,1,6175.4,495.137
284,2,6175.58,478.971
284,3,6148.27,483.228
284,4,6162.39,485.982
284,5,6173.89,483.682
284,6,6167.11,480.786
284,7,6146.57,472.305
284,8,6142.05,465.668
284,9,6141.67,475.09
285,0,6149.4,480.895
285,1,6158.63,469.362
285,2,6120.58,476.373
285,3,6137.91,462.397
285,4,6136.02,467.781
285,5,6117,469.737
285,6,6141.3,458.626
285,7,6118.69,467.249
285,8,6158.82,468.908
285,9,6148.27,461.036
286,0,6125.66,477.39
286,1,6133,470.613
286,2,6133.39,454.635
286,3,6105.88,454.072
286,4,6108.52,462.992
286,5,6110.22,442.131
286,6,6102.31,446.075
286,7,6128.5,431.301
286,8,6111.35,453.008
286,9,6126.04,456.403
287,0,6112.86,441.708
287,1,6142.81,470.003
287,2,6116.25,446.262
287,3,6125.67,429.58
287,4,6099.86,444.728
287,5,6107.01,444.197
287,6,6136.97,434.666
287,7,6101.18,424.524
287,8,6128.11,434.854
287,9,6100.99,432.475
288,0,6094.58,432.631
288,1,6115.12,434.587
288,2,6137.73,424.946
288,3,6095.16,418.578
288,4,6117.95,418.202
288,5,6099.68,423.132
288,6,6122.48,414.211
288,7,6103.06,421.097
288,8,6069.91,411.112
288,9,6088.18,411.082
289,0,6130.58,393.412
289,1,6145.83,424.869
289,2,6090.26,397.246
289,3,6100.06,403.131
289,4,6102.69,401.659
289,5,6108.72,402.489
289,6,6100.24,399.281
289,7,6087.25,396.651
289,8,6104.76,415.447
289,9,6098.74,405.024
290,0,6101.18,413.867
290,1,6105.9,374.726
290,2,6081.78,391.112
290,3,6094.79,387.231
290,4,6082.16,382.52
290,5,6075,400.564
290,6,6086.1,389.484
290,7,6087.62,377.81
290,8,6079.33,383.24
290,9,6071.6,371.361
291,0,6089.69,371.862
291,1,6066.33,374.992
291,2,6104.58,396.573
291,3,6071.04,356.337
291,4,6073.3,362.816
291,5,6069.16,368.998
291,6,6063.5,371.095
291,7,6067.84,355.351
291,8,6064.07,366.917
291,9,6072.54,354.146
292,0,6009.06,344.239
292,1,6070.48,357.464
292,2,6069.16,352.534
292,3,6081.02,352.863
292,4,6036.57,331.094
292,5,6062.19,353.129
292,6,6061.25,336.852
292,7,6048.81,340.703
292,8,6043.34,351.282
292,9,6063.13,348.904
293,0,6038.08,339.639
293,1,6053.15,337.119
293,2,6026.01,330.218
293,3,6042.03,304.082
293,4,6042.22,331.579
293,5,6045.05,316.993
293,6,6045.98,322.799
293,7,6034.5,313.534
293,8,6046.17,313.002
293,9,6025.64,325.397
294,0,6034.31,313.378
294,1,6030.53,325.741
294,2,6021.87,326.461
294,3,6014.72,304.974
294,4,6002.47,320.874
294,5,6023.38,308.636
294,6,6015.27,313.676
294,7,6013.02,301.28
294,8,6024.51,323.472
294,9,6039.95,308.433
295,0,6023.94,302.157
295,1,6008.49,307.947
295,2,6007.55,297.149
295,3,5994.37,285.271
295,4,6004.73,304.489
295,5,6010.94,282.969
295,6,5987.21,283.69
295,7,5996.82,293.893
295,8,6008.87,283.987
295,9,5998.14,292.876
296,0,6004.35,283.987
296,1,5976.28,289.261
296,2,6007.93,277.508
296,3,5997.75,273.517
296,4,5982.12,284.926
296,5,5978.92,275.363
296,6,5942.75,279.84
296,7,5983.82,280.481
296,8,5999.45,268.275
296,9,5986.27,275.74
297,0,5968.75,245.144
297,1,5999.27,287.226
297,2,5985.32,264.847
297,3,5977.98,267.257
297,4,5946.52,260.857
297,5,5970.45,270.121
297,6,5958.95,260.136
297,7,5973.83,241.904
297,8,5972.33,257.647
297,9,5960.83,252.671
298,0,5961.22,262.594
298,1,5939.36,265.63
298,2,5963.29,248.837
298,3,5954.81,239.416
298,4,5961.59,256.944
298,5,5933.33,251.842
298,6,5957.64,228.445
298,7,5949.34,244.158
298,8,5927.3,233.688
298,9,5938.41,245.738
299,0,5946.9,247.507
299,1,5916.76,236.849
299,2,5935.79,236.129
299,3,5927.68,238.43
299,4,5928.43,243.892
299,5,5920.52,232.967
299,6,5913.55,241.481
299,7,5934.46,227.083
299,8,5939.92,233.078
299,9,5910.72,224.407
300,0,5901.5,207.161
300,1,5876.62,212.623
300,2,5917.51,214.845
300,3,5909.96,213.781
300,4,5905.83,212.044
300,5,5894.14,201.277
300,6,5877.19,210.839
300,7,5897.72,201.918
300,8,5917.68,214.313
300,9,5898.66,186.315
301,0,5864.57,204.704
301,1,5879.82,214.157
301,2,5876.81,207.787
301,3,5882.64,205.941
301,4,5874.17,193.921
301,5,5898.28,182.544
301,6,5851.19,192.074
301,7,5863.43,196.034
301,8,5880.76,207.365
301,9,5891.5,189.852
302,0,5856.28,184.875
302,1,5845.54,182.168
302,2,5849.11,192.184
302,3,5861.36,190.415
302,4,5856.08,189.477
302,5,5822.92,182.121
302,6,5833.28,173.044
302,7,5851.36,181.182
302,8,5862.11,182.606
302,9,5825.18,166.565
303,0,5801.25,171.088
303,1,5829.89,172.825
303,2,5821.03,169.053
303,3,5827.44,185.064
303,4,5801.06,181.292
303,5,5790.33,172.856
303,6,5805.77,190.9
303,7,5802.38,188.037
303,8,5791.83,179.899
303,9,5807.27,159.366
304,0,5805.77,169.319
304,1,5804.83,187.552
304,2,5832.14,170.446
304,3,5797.1,157.895
304,4,5784.85,172.481
304,5,5786.55,165.766
304,6,5763.76,164.311
304,7,5773.36,160.759
304,8,5798.79,163.434
304,9,5782.02,168.334
305,0,5766.77,138.128
305,1,5781.65,171.009
305,2,5763.38,171.354
305,3,5767.89,169.804
305,4,5768.65,163.404
305,5,5779.19,166.643
305,6,5767.52,172.965
305,7,5753.77,151.087
305,8,5775.99,166.941
305,9,5744.16,158.536
306,0,5731.54,180.619
306,1,5733.04,161.479
306,2,5736.81,175.235
306,3,5745.66,168.568
306,4,5723.05,176.44
306,5,5709.3,151.118
306,6,5735.11,157.268
306,7,5717.4,167.802
306,8,5725.5,159.632
306,9,5711.93,166.831
307,0,5705.15,154.702
307,1,5715.89,159.069
307,2,5716.46,171.995
307,3,5687.25,164.421
307,4,5719.85,162.949
307,5,5698.37,175.799
307,6,5658.99,150.477
307,7,5694.79,167.019
307,8,5705.14,152.73
307,9,5713.62,142.902
308,0,5717.95,148.896
308,1,5694.79,149.49
308,2,5675.76,158.317
308,3,5651.45,151.948
308,4,5692.52,143.701
308,5,5648.44,166.753
308,6,5669.91,150.931
308,7,5649.19,155.641
308,8,5665.38,165.36
308,9,5660.87,147.316
309,0,5640.72,153.45
309,1,5641.27,148.708
309,2,5645.42,135.218
309,3,5650.13,151.681
309,4,5641.84,146.032
309,5,5629.41,136.454
309,6,5636.94,148.113
309,7,5632.42,146.329
309,8,5636.94,147.911
309,9,5627.89,136.047
310,0,5642.97,140.335
310,1,5615.46,136.767
310,2,5620.36,133.606
310,3,5611.51,130.398
310,4,5607.17,147.535
310,5,5625.82,126.594
310,6,5605.1,143.435
310,7,5579.67,149.006
310,8,5589.09,128.551
310,9,5624.12,141.54
311,0,5607.16,147.691
311,1,5619.79,124.701
311,2,5602.09,145.766
311,3,5585.31,133.449
311,4,5581.74,128.285
311,5,5587.76,137.784
311,6,5587.39,135.406
311,7,5598.13,135.671
311,8,5585.13,134.467
311,9,5593.79,123.73
312,0,5584.19,146.001
312,1,5566.67,109.943
312,2,5562.33,122.448
312,3,5561.01,139.553
312,4,5545.19,128.707
312,5,5553.48,123.011
312,6,5543.68,139.444
312,7,5548.95,123.308
312,8,5563.64,136.015
312,9,5558.74,138.911
313,0,5538.97,109.004
313,1,5524.47,113.637
313,2,5543.12,137.831
313,3,5512.59,129.381
313,4,5522.39,109.223
313,5,5536.32,140.382
313,6,5541.05,114.951
313,7,5552.53,123.277
313,8,5535.02,133.371
313,9,5527.66,113.746
314,0,5526.73,142.714
314,1,5505.44,100.976
314,2,5502.61,125.014
314,3,5523.52,119.63
314,4,5494.89,127.315
314,5,5505.25,121.023
314,6,5506.94,114.998
314,7,5506.75,124.56
314,8,5486.41,112.807
314,9,5489.04,122.822
315,0,5481.31,125.656
315,1,5487.92,103.808
315,2,5480.75,121.211
315,3,5477.17,121.055
315,4,5473.04,118.347
315,5,5493.94,118.05
315,6,5468.51,102.102
315,7,5468.13,121.102
315,8,5493.75,120.084
315,9,5467.75,111.414
316,0,5467.94,113.073
316,1,5462.11,107.877
316,2,5471.9,120.381
316,3,5456.83,124.904
316,4,5459.46,107.047
316,5,5467.94,110.397
316,6,5449.29,109.082
316,7,5438.93,106.062
316,8,5431.97,121.132
316,9,5429.13,125.578
317,0,5434.22,102.04
317,1,5407.85,118.989
317,2,5430.46,128.863
317,3,5450.98,106.03
317,4,5430.83,110.507
317,5,5444.77,116.876
317,6,5418.4,116.688
317,7,5445.52,104.481
317,8,5389.57,107.157
317,9,5428.38,116.125
318,0,5421.8,111.79
318,1,5457.78,101.992
318,2,5436.49,106.484
318,3,5417.08,114.998
318,4,5440.26,88.6278
318,5,5430.46,111.836
318,6,5436.48,104.058
318,7,5413.5,105.92
318,8,5401.07,109.192
318,9,5411.06,110.319
319,0,5408.23,97.0629
319,1,5387.51,94.5748
319,2,5430.09,100.866
319,3,5431.97,106.516
319,4,5415.02,106.516
319,5,5411.24,100.224
319,6,5420.48,92.5083
319,7,5437.99,97.892
319,8,5415.58,91.1478
319,9,5395.6,111.758
320,0,5437.06,109.943
320,1,5413.13,99.2539
320,2,5408.99,91.9769
320,3,5418.59,89.3787
320,4,5395.8,106.139
320,5,5413.32,95.4823
320,6,5407.29,101.805
320,7,5409.37,97.1417
320,8,5395.6,82.5552
320,9,5388.45,82.1801
321,0,5371.68,78.987
321,1,5419.53,92.4302
321,2,5382.23,75.7475
321,3,5394.86,104.106
321,4,5412.75,79.0971
321,5,5386.19,83.948
321,6,5408.23,98.6133
321,7,5391.46,78.3763
321,8,5376.21,80.3018
321,9,5396.54,76.0763
322,0,5373.94,66.921
322,1,5375.83,75.5917
322,2,5395.05,83.3535
322,3,5400.32,83.9953
322,4,5390.9,77.0621
322,5,5385.44,77.0617
322,6,5386.18,97.173
322,7,5377.72,75.0278
322,8,5398.05,74.4957
322,9,5387.88,92.8844
323,0,5376.02,85.7639
323,1,5374.51,68.5795
323,2,5349.83,71.4442
323,3,5372.44,58.0008
323,4,5350.4,61.2711
323,5,5382.61,74.4644
323,6,5387.5,75.6227
323,7,5398.62,61.647
323,8,5377.7,62.0694
323,9,5383.74,72.2736
324,0,5364.9,48.7357
324,1,5353.41,71.4125
324,2,5379.96,71.6003
324,3,5359.81,61.3497
324,4,5371.86,52.4606
324,5,5383.35,68.1262
324,6,5374.5,57.4689
324,7,5364.14,61.6155
324,8,5382.03,60.442
324,9,5378.27,79.4725
325,0,5369.98,49.0327
325,1,5401.25,73.0714
325,2,5361.69,49.4092
325,3,5359.06,50.504
325,4,5369.97,59.1272
325,5,5363.76,47.4834
325,6,5377.51,51.0674
325,7,5347.55,47.4526
325,8,5348.87,58.2978
325,9,5362.62,56.8267
326,0,5384.66,55.8096
326,1,5334.93,44.2908
326,2,5368.1,48.204
326,3,5336.06,44.8071
326,4,5356.03,57.0147
326,5,5356.79,48.3598
326,6,5363.37,67.0773
326,7,5364.88,58.3764
326,8,5348.49,49.9404
326,9,5361.67,48.5005
327,0,5359.98,55.3248
327,1,5358.47,60.3011
327,2,5352.63,58.1882
327,3,5352.07,50.0496
327,4,5375.06,37.6551
327,5,5346.98,44.9638
327,6,5341.15,30.0803
327,7,5347.36,36.0745
327,8,5358.84,41.3793
327,9,5364.12,41.9117
328,0,5344.16,22.2406
328,1,5330.22,41.1607
328,2,5339.63,28.6097
328,3,5347.35,38.9697
328,4,5324.37,25.4483
328,5,5335.49,22.5842
328,6,5351.13,13.5386
328,7,5347.17,22.5059
328,8,5353.95,45.6367
328,9,5333.79,28.8285
329,0,5336.24,24.5096
329,1,5333.79,11.16
329,2,5354.9,5.29153
329,3,5323.81,15.6515
329,4,5360.92,25.5578
329,5,5323.61,6.30891
329,6,5324.19,13.3825
329,7,5348.86,8.71813
329,8,5349.81,-13.5511
329,9,5358.28,-1.79817
330,0,5324.57,-12.6443
330,1,5341.15,20.6596
330,2,5345.28,4.68056
330,3,5325.69,0.501847
330,4,5337.94,-4.74043
330,5,5374.11,2.38077
330,6,5324.18,3.13083
330,7,5328.15,-4.12969
330,8,5323.81,-11.564
330,9,5339.64,-16.4153
331,0,5343.4,9.01626
331,1,5339.45,-28.6229
331,2,5327.4,-17.5889
331,3,5369.59,-16.4936
331,4,5330.59,-24.8664
331,5,5304.22,-37.668
331,6,5325.69,-37.9345
331,7,5328.9,-17.4014
331,8,5352.07,-29.2327
331,9,5316.65,-31.4555
332,0,5341.52,-20.8284
332,1,5333.04,-17.8549
332,2,5332.66,-40.0782
332,3,5310.81,-20.297
332,4,5318.16,-38.4195
332,5,5321.74,-29.1238
332,6,5322.49,-44.0383
332,7,5337.94,-25.0545
332,8,5337.93,-37.7154
332,9,5339.25,-40.7671
333,0,5317.6,-40.5322
333,1,5326.45,-33.9436
333,2,5323.62,-37.637
333,3,5323.62,-54.5859
333,4,5330.96,-49.39
333,5,5312.7,-60.8453
333,6,5318.91,-55.5715
333,7,5302.52,-55.7595
333,8,5315.7,-59.0774
333,9,5325.5,-50.9395
334,0,5326.45,-67.1682
334,1,5288.39,-79.0466
334,2,5347.17,-60.3918
334,3,5328.52,-69.6252
334,4,5332.09,-68.0446
334,5,5325.5,-64.6489
334,6,5322.29,-62.1291
334,7,5333.6,-83.4449
334,8,5334.73,-65.666
334,9,5310.8,-75.7283
335,0,5297.24,-81.1442
335,1,5306.1,-66.1198
335,2,5325.69,-77.419
335,3,5338.87,-81.7225
335,4,5325.5,-82.2091
335,5,5325.68,-90.3461
335,6,5329.64,-96.2932
335,7,5320.98,-87.5919
335,8,5304.96,-79.6103
335,9,5326.44,-98.3279
336,0,5317.4,-101.082
336,1,5324.56,-106.544
336,2,5309.86,-103.681
336,3,5335.86,-91.8487
336,4,5314.38,-102.257
336,5,5301.95,-104.024
336,6,5349.61,-95.4636
336,7,5331.72,-96.7154
336,8,5359.78,-105.981
336,9,5329.84,-110.049
337,0,5351.31,-112.679
337,1,5324.18,-102.099
337,2,5335.49,-117.28
337,3,5342.08,-115.699
337,4,5335.86,-109.971
337,5,5314.39,-132.085
337,6,5336.99,-122.663
337,7,5339.63,-138.455
337,8,5323.05,-132.132
337,9,5343.4,-154.276
338,0,5319.67,-135.669
338,1,5349.24,-135.856
338,2,5343.4,-136.31
338,3,5333.42,-140.081
338,4,5336.43,-149.691
338,5,5363.75,-140.348
338,6,5350.56,-139.253
338,7,5350.18,-139.253
338,8,5313.07,-148.893
338,9,5321.93,-161.82
339,0,5347.16,-142.336
339,1,5361.49,-168.299
339,2,5353.76,-161.257
339,3,5368.65,-150.02
339,4,5342.09,-175.498
339,5,5348.68,-171.962
339,6,5358.47,-160.083
339,7,5347.74,-183.339
339,8,5340.02,-174.105
339,9,5340.02,-195.014
340,0,5329.47,-202.431
340,1,5387.11,-179.645
340,2,5365.26,-189.286
340,3,5336.06,-190.382
340,4,5345.67,-184.121
340,5,5354.14,-180.553
340,6,5352.26,-189.286
340,7,5353.58,-187.001
340,8,5330.79,-201.008
340,9,5338.32,-197.846
341,0,5336.07,-211.071
341,1,5392.76,-189.176
341,2,5369.79,-215.625
341,3,5362.44,-212.839
341,4,5354.9,-205.687
341,5,5359.99,-221.008
341,6,5354.52,-216.689
341,7,5369.79,-221.243
341,8,5377.7,-229.647
341,9,5382.97,-214.466
342,0,5351.71,-218.943
342,1,5368.09,-225.5
342,2,5350.77,-247.77
342,3,5374.87,-235.829
342,4,5351.52,-246.862
342,5,5366.96,-250.555
342,6,5363.96,-244.608
342,7,5368.67,-250.258
342,8,5359.43,-255.876
342,9,5374.5,-253.498
343,0,5349.26,-282.81
343,1,5378.09,-259.524
343,2,5376.57,-266.879
343,3,5349.26,-266.268
343,4,5388.82,-279.602
343,5,5379.4,-272.153
343,6,5376.95,-282.169
343,7,5377.14,-275.502
343,8,5400.88,-282.967
343,9,5380.34,-278.554
344,0,5384.12,-309.744
344,1,5369.8,-291.402
344,2,5397.69,-294.532
344,3,5395.42,-306.849
344,4,5401.45,-307.194
344,5,5391.09,-313.062
344,6,5379.98,-324.22
344,7,5394.67,-323.923
344,8,5408.79,-310.136
344,9,5390.52,-316.693
345,0,5364.33,-324.752
345,1,5366.41,-336.74
345,2,5382.99,-311.074
345,3,5389.58,-343.486
345,4,5397.68,-329.01
345,5,5409.36,-335.567
345,6,5403.52,-322.499
345,7,5378.65,-338.431
345,8,5393.54,-349.512
345,9,5378.09,-333.203
346,0,5369.43,-353.392
346,1,5408.42,-350.152
346,2,5396.75,-351.092
346,3,5400.7,-352.266
346,4,5407.67,-349.37
346,5,5371.87,-363.08
346,6,5379.79,-360.216
346,7,5398.62,-371.217
346,8,5399,-355.474
346,9,5420.67,-363.267
347,0,5384.12,-377.211
347,1,5381.86,-380.514
347,2,5397.69,-383.049
347,3,5404.28,-381.014
347,4,5395.8,-371.937
347,5,5406.17,-386.93
347,6,5398.24,-376.272
347,7,5402.02,-381.28
347,8,5416.72,-403.206
347,9,5401.83,-402.002
348,0,5430.09,-378.307
348,1,5396.19,-419.028
348,2,5395.61,-402.001
348,3,5392.04,-401.438
348,4,5392.42,-399.325
348,5,5419.54,-397.103
348,6,5395.43,-405.131
348,7,5427.83,-407.212
348,8,5393.92,-417.151
348,9,5377.91,-402.502
349,0,5395.62,-434.929
349,1,5402.4,-424.083
349,2,5410.5,-410.859
349,3,5396.37,-430.187
349,4,5410.13,-424.834
349,5,5405.42,-402.768
349,6,5413.14,-428.794
349,7,5411.44,-429.358
349,8,5412.76,-418.324
349,9,5409.93,-430.907
350,0,5402.97,-436.713
350,1,5408.43,-447.371
350,2,5392.61,-460.485
350,3,5425.2,-447.371
350,4,5401.46,-450.641
350,5,5407.68,-456.26
350,6,5426.32,-461.048
350,7,5407.11,-453.928
350,8,5439.32,-455.696
350,9,5389.78,-466.855
351,0,5432.93,-458.967
351,1,5417.28,-448.951
351,2,5415.78,-465.572
351,3,5397.69,-461.722
351,4,5409.94,-470.392
351,5,5395.62,-485.463
351,6,5395.99,-478.717
351,7,5417.1,-479.782
351,8,5395.62,-495.072
351,9,5396.75,-475.744
352,0,5434.61,-506.261
352,1,5399.77,-496.919
352,2,5401.09,-471.408
352,3,5398.07,-503.476
352,4,5422.94,-494.618
352,5,5413.52,-483.319
352,6,5444.79,-489.954
352,7,5421.43,-500.909
352,8,5408.04,-492.443
352,9,5410.5,-520.05
353,0,5410.88,-520.127
353,1,5432.92,-473.788
353,2,5433.67,-497.075
353,3,5429.53,-496.997
353,4,5403.35,-509.016
353,5,5378.1,-507.357
353,6,5411.44,-499.219
353,7,5431.41,-513.43
353,8,5419.92,-526.388
353,9,5423.12,-499.407
354,0,5392.8,-519.454
354,1,5419.35,-503.977
354,2,5421.06,-522.773
354,3,5421.24,-527.139
354,4,5406.55,-508.265
354,5,5408.06,-528.156
354,6,5391.67,-527.217
354,7,5447.24,-525.559
354,8,5441.77,-516.184
354,9,5421.81,-517.796
355,0,5429.16,-514.712
355,1,5443.47,-514.212
355,2,5407.68,-530.081
355,3,5422,-537.577
355,4,5421.62,-527.859
355,5,5437.06,-538.861
355,6,5441.77,-524.51
355,7,5412.96,-539.425
355,8,5417.85,-533.665
355,9,5443.66,-534.495
356,0,5447.43,-545.417
356,1,5429.53,-560.255
356,2,5410.88,-536.639
356,3,5428.59,-533.054
356,4,5446.49,-532.648
356,5,5413.52,-529.408
356,6,5459.68,-539.127
356,7,5423.5,-548.735
356,8,5430.67,-549.033
356,9,5432.54,-552.883
357,0,5431.23,-533.055
357,1,5431.8,-566.515
357,2,5439.33,-558.564
357,3,5475.69,-539.126
357,4,5451.02,-552.617
357,5,5446.3,-547.641
357,6,5448.38,-556.984
357,7,5432.93,-553.102
357,8,5469.28,-550.019
357,9,5436.31,-551.71
358,0,5444.61,-562.008
358,1,5421.63,-578.612
358,2,5447.81,-566.483
358,3,5454.79,-572.884
358,4,5449.7,-573.525
358,5,5450.27,-581.209
358,6,5454.03,-566.029
358,7,5449.51,-570.442
358,8,5456.86,-584.793
358,9,5457.61,-583.135
359,0,5443.3,-580.912
359,1,5442.35,-580.99
359,2,5452.9,-589.536
359,3,5452.71,-580.083
359,4,5455.73,-587.282
359,5,5470.8,-586.296
359,6,5481.34,-577.72
359,7,5456.86,-592.368
359,8,5464.77,-572.774
359,9,5480.79,-602.995
360,0,5441.03,-594.027
360,1,5456.49,-566.186
360,2,5463.82,-582.274
360,3,5467.22,-597.455
360,4,5480.03,-591.992
360,5,5450.08,-584.011
360,6,5475.51,-618.816
360,7,5472.3,-590.677
360,8,5485.3,-607.596
360,9,5463.83,-597.986
361,0,5474.57,-597.532
361,1,5495.48,-593.308
361,2,5484.55,-588.565
361,3,5463.64,-589.583
361,4,5461.19,-604.309
361,5,5481.16,-616.892
361,6,5451.77,-600.694
361,7,5464.02,-609.066
361,8,5448.57,-598.737
361,9,5457.98,-607.706
362,0,5459.5,-601.634
362,1,5443.1,-597.799
362,2,5478.71,-597.611
362,3,5472.12,-605.373
362,4,5485.12,-603.526
362,5,5470.79,-604.622
362,6,5461.19,-593.573
362,7,5465.14,-594.935
362,8,5466.66,-612.306
362,9,5474,-603.855
363,0,5480.97,-606.422
363,1,5463.07,-608.879
363,2,5434.07,-603.933
363,3,5476.63,-604.998
363,4,5465.9,-601.867
363,5,5450.26,-614.263
363,6,5455.54,-605.969
363,7,5455.35,-601.9
363,8,5445.37,-618.676
363,9,5475.51,-615.014
364,0,5467.22,-588.988
364,1,5458.93,-605.78
364,2,5457.42,-621.195
364,3,5462.14,-599.599
364,4,5476.63,-604.466
364,5,5497.74,-607.33
364,6,5471.55,-611.023
364,7,5463.08,-616.031
364,8,5461.58,-617.69
364,9,5452.71,-608.346
365,0,5450.08,-603.042
365,1,5470.99,-622.964
365,2,5466.84,-605.67
365,3,5480.41,-610.757
365,4,5455.92,-602.165
365,5,5474.95,-606.047
365,6,5496.42,-598.284
365,7,5460.06,-618.441
365,8,5459.31,-617.502
365,9,5458.56,-612.869
366,0,5483.8,-605.061
366,1,5468.92,-615.765
366,2,5468.17,-632.605
366,3,5463.08,-605.67
366,4,5480.6,-611.774
366,5,5442.17,-641.494
366,6,5477.59,-613.433
366,7,5480.23,-616.595
366,8,5454.6,-618.097
366,9,5482.68,-626.5
367,0,5493.41,-608.002
367,1,5448.39,-615.421
367,2,5463.27,-614.106
367,3,5485.69,-616.704
367,4,5484.38,-618.175
367,5,5466.29,-613.621
367,6,5485.5,-629.662
367,7,5479.85,-626.689
367,8,5478.91,-628.536
367,9,5465.53,-632.824
368,0,5476.27,-618.394
368,1,5472.7,-636.517
368,2,5471.75,-619.302
368,3,5498.32,-625.171
368,4,5459.7,-611.274
368,5,5490.03,-621.04
368,6,5456.87,-623.027
368,7,5470.81,-627.361
368,8,5473.82,-632.338
368,9,5513.76,-613.01
369,0,5481.17,-621.775
369,1,5498.31,-641.87
369,2,5476.47,-619.709
369,3,5463.09,-620.35
369,4,5486.82,-613.419
369,5,5508.3,-604.717
369,6,5453.85,-616.094
369,7,5482.31,-612.025
369,8,5452.91,-613.042
369,9,5459.69,-615.562
370,0,5485.87,-613.339
370,1,5477.97,-591.977
370,2,5476.46,-596.234
370,3,5497.18,-607.126
370,4,5463.65,-616.844
370,5,5474.19,-604.716
370,6,5481.55,-629.537
370,7,5478.34,-617.22
370,8,5463.08,-592.728
370,9,5456.31,-614.654
371,0,5474.77,-600.835
371,1,5442.74,-604.747
371,2,5489.46,-594.012
371,3,5487.95,-607.079
371,4,5488.71,-606.03
371,5,5484,-606.861
371,6,5483.81,-596.155
371,7,5481.92,-612.056
371,8,5455.17,-603.464
371,9,5465.15,-616.281
372,0,5495.86,-597.971
372,1,5489.46,-598.409
372,2,5483.8,-594.231
372,3,5483.81,-615.03
372,4,5465.72,-588.205
372,5,5449.14,-616.235
372,6,5465.71,-595.357
372,7,5477.21,-606.892
372,8,5475.52,-595.89
372,9,5481.17,-596.343
373,0,5511.68,-591.821
373,1,5480.42,-603.041
373,2,5452.73,-610.804
373,3,5482.29,-601.351
373,4,5469.68,-605.343
373,5,5487.76,-592.274
373,6,5469.49,-598.299
373,7,5460.45,-614.873
373,8,5509.06,-596.187
373,9,5493.98,-581.116
374,0,5493.8,-587.219
374,1,5438.4,-609.114
374,2,5456.31,-598.221
374,3,5482.29,-602.134
374,4,5492.28,-578.815
374,5,5496.05,-588.878
374,6,5504.52,-578.518
374,7,5481.54,-587.517
374,8,5489.08,-577.392
374,9,5501.89,-586.123
375,0,5508.86,-593.777
375,1,5491.53,-582.54
375,2,5479.47,-593.244
375,3,5522.8,-585.748
375,4,5477.21,-568.001
375,5,5501.7,-576.593
375,6,5499.07,-582.431
375,7,5492.09,-583.072
375,8,5489.64,-573.729
375,9,5508.67,-574.746
376,0,5514.89,-564.01
376,1,5523.73,-577.345
376,2,5501.7,-563.29
376,3,5505.47,-575.873
376,4,5493.6,-567.094
376,5,5499.26,-560.504
376,6,5499.44,-561.413
376,7,5496.05,-568.079
376,8,5495.11,-579.597
376,9,5505.27,-569.207
377,0,5516.77,-549.159
377,1,5489.64,-563.588
377,2,5509.24,-567.469
377,3,5493.6,-560.082
377,4,5534.29,-553.948
377,5,5532.59,-555.528
377,6,5514.13,-560.051
377,7,5523.37,-560.426
377,8,5516.77,-546.108
377,9,5549.17,-532.429
378,0,5509.05,-556.655
378,1,5496.43,-531.975
