Devices
1000
,,Plate force 1 - Moment,,
Frame,Sub Frame,Mx,My
,,N.mm,N.mm
1524,1,5983.79,-929.47
1524,2,5973.81,-919.595
1524,3,5997.17,-904.743
1524,4,6005.08,-910.815
1524,5,5969.1,-921.442
1524,6,5994.53,-899.735
1524,7,5984.92,-915.604
1524,8,5992.64,-897.857
1524,9,6006.4,-919.032
1525,0,5989.26,-908.249
1525,1,5988.13,-896.871
1525,2,5996.41,-887.199
1525,3,5982.86,-903.991
1525,4,5990.2,-891.362
1525,5,5983.61,-904.446
1525,6,5995.28,-895.666
1525,7,5987.37,-886.401
1525,8,6004.15,-892.427
1525,9,5978.51,-892.583
1526,0,5977.2,-890.314
1526,1,5979.84,-889.078
1526,2,5993.4,-886.402
1526,3,5974.37,-888.701
1526,4,5970.04,-882.708
1526,5,5980.78,-876.072
1526,6,5999.24,-877.621
1526,7,5988.32,-868.576
1526,8,5975.69,-862.097
1526,9,5978.52,-878.216
1527,0,5980.02,-854.678
1527,1,5984.73,-874.257
1527,2,5972.1,-863.411
1527,3,5982.66,-869.139
1527,4,5974,-856.823
1527,5,5979.83,-873.772
1527,6,5981.54,-855.461
1527,7,5975.12,-860.783
1527,8,5958.37,-858.513
1527,9,5972.86,-859.609
1528,0,5977.58,-861.564
1528,1,5958.55,-864.428
1528,2,5979.84,-859.264
1528,3,5971.17,-865.634
1528,4,6002.06,-859.983
1528,5,5966.09,-851.689
1528,6,5984.73,-861.83
1528,7,5980.4,-854.177
1528,8,5973.8,-856.744
1528,9,5945.74,-861.721
1529,0,5956.1,-862.128
1529,1,5985.67,-847.62
1529,2,5975.51,-859.499
1529,3,5993.03,-845.242
1529,4,5980.77,-834.177
1529,5,5981.15,-848.528
1529,6,5948,-833.535
1529,7,5970.41,-855.461
1529,8,5964.95,-837.948
1529,9,5980.02,-843.598
1530,0,5964.76,-839.608
1530,1,5964.58,-839.67
1530,2,5950.63,-841.22
1530,3,5968.9,-836.023
1530,4,5980.58,-836.134
1530,5,5991.14,-847.589
1530,6,5965.89,-834.663
1530,7,5957.22,-836.165
1530,8,5927.83,-841.22
1530,9,5980.96,-835.648
1531,0,5926.89,-828.747
1531,1,5968.71,-844.161
1531,2,5983.23,-838.09
1531,3,5957.22,-829.889
1531,4,5986.42,-832.816
1531,5,5957.22,-834.286
1531,6,5980.58,-823.097
1531,7,5941.21,-825.773
1531,8,5949.31,-824.865
1531,9,5969.27,-821.171
1532,0,5969.28,-837.15
1532,1,5940.64,-821.094
1532,2,5971.16,-830.139
1532,3,5968.14,-817.338
1532,4,5970.22,-818.12
1532,5,5977.74,-813.41
1532,6,5948.36,-811.907
1532,7,5947.04,-826.368
1532,8,5969.09,-825.053
1532,9,5961.36,-818.495
1533,0,5942.33,-816.915
1533,1,5980.01,-821.578
1533,2,5950.62,-800.67
1533,3,5925.37,-809.075
1533,4,5948.92,-807.259
1533,5,5952.87,-810.654
1533,6,5952.5,-812.424
1533,7,5955.52,-807.416
1533,8,5938.56,-819.277
1533,9,5949.86,-800.075
1534,0,5968.7,-799.841
1534,1,5934.79,-807.9
1534,2,5960.97,-792.235
1534,3,5946.09,-797.008
1534,4,5973.78,-797.994
1534,5,5960.03,-803.19
1534,6,5938.93,-782.766
1534,7,5954.57,-798.933
1534,8,5952.12,-788.76
1534,9,5948.17,-807.525
1535,0,5960.6,-795.804
1535,1,5927.63,-800.514
1535,2,5964.56,-793.503
1535,3,5959.09,-777.946
1535,4,5963.43,-804.802
1535,5,5963.42,-797.306
1535,6,5973.22,-776.022
1535,7,5958.15,-780.763
1535,8,5925.18,-794.442
1535,9,5964.74,-785.552
1536,0,5954.38,-775.865
1536,1,5961.73,-784.347
1536,2,5945.9,-765.583
1536,3,5970.96,-772.515
1536,4,5938.56,-773.408
1536,5,5956.08,-771.952
1536,6,5970.02,-777.9
1536,7,5948.35,-777.07
1536,8,5966.82,-773.564
1536,9,5953.63,-754.393
1537,0,5951.37,-774.159
1537,1,5951.75,-760.528
1537,2,5965.68,-764.331
1537,3,5941.76,-763.016
1537,4,5970.96,-757.476
1537,5,5954.19,-778.119
1537,6,5958.72,-754.799
1537,7,5972.66,-768.322
1537,8,5974.72,-768.322
1537,9,5957.21,-750.762
1538,0,5970.02,-745.942
1538,1,5986.41,-767.07
1538,2,5980.2,-738.289
1538,3,5971.15,-759.01
1538,4,5975.67,-759.385
1538,5,5976.61,-741.905
1538,6,5948.73,-756.036
1538,7,5954.95,-741.153
1538,8,5957.77,-740.59
1538,9,5962.1,-749.401
1539,0,5963.05,-741.873
1539,1,5950.43,-748.117
1539,2,5968.51,-744.737
1539,3,5978.31,-744.017
1539,4,5962.67,-757.085
1539,5,5940.63,-758.822
1539,6,5960.22,-743.751
1539,7,5967.95,-741.983
1539,8,5965.5,-746.881
1539,9,5971.14,-732.264
1540,0,5965.49,-737.538
1540,1,5972.09,-748.916
1540,2,5984.71,-745.786
1540,3,5958.34,-753.219
1540,4,5963.62,-738.289
1540,5,5949.87,-735.128
1540,6,5951.37,-745.488
1540,7,5965.87,-725.143
1540,8,5959.29,-740.887
1540,9,5965.31,-746.24
1541,0,5973.98,-740.668
1541,1,5979.81,-739.118
1541,2,5954.58,-735.019
1541,3,5956.64,-753.329
1541,4,5946.46,-732.185
1541,5,5992.81,-729.291
1541,6,5969.64,-733.124
1541,7,5957.77,-748.055
1541,8,5959.09,-749.666
1541,9,5987.16,-723.563
1542,0,6000.92,-740.292
1542,1,5948.17,-732.905
1542,2,5977.74,-722.201
1542,3,5941,-746.286
1542,4,5945.14,-738.743
1542,5,5973.97,-725.221
1542,6,5948.73,-737.24
1542,7,5997.33,-733.359
1542,8,5987.54,-734.079
1542,9,5987.91,-716.895
1543,0,5960.79,-722.545
1543,1,5972.84,-719.759
1543,2,5934.79,-733.845
1543,3,6007.88,-717.271
1543,4,6002.98,-719.008
1543,5,5988.86,-716.661
1543,6,5968.13,-716.066
1543,7,5980,-710.871
1543,8,6006.94,-719.462
1543,9,5981.31,-711.027
1544,0,5980.95,-713.468
1544,1,5976.8,-717.835
1544,2,5980.95,-708.335
1544,3,5989.04,-718.821
1544,4,5990.93,-719.572
1544,5,5985.85,-701.824
1544,6,5974.73,-711.246
1544,7,6012.78,-720.245
1544,8,6010.9,-725.065
1544,9,5996.96,-724.017
1545,0,5994.32,-723.109
1545,1,6013.54,-721.45
1545,2,6000.35,-711.356
1545,3,5994.89,-724.502
1545,4,6008.82,-710.338
1545,5,6006.57,-706.269
1545,6,6000.73,-713.5
1545,7,5994.7,-712.106
1545,8,6011.09,-699.9
1545,9,6011.46,-711.809
1546,0,5996.97,-712.858
1546,1,6005.44,-709.321
1546,2,6003.74,-707.052
1546,3,5952.51,-720.996
1546,4,6014.3,-716.394
1546,5,6014.67,-703.75
1546,6,6005.83,-715.424
1546,7,6012.03,-705.064
1546,8,5999.42,-709.649
1546,9,5998.85,-710.745
1547,0,6020.14,-704.344
1547,1,5987.55,-700.087
1547,2,5998.85,-699.446
1547,3,6021.27,-700.118
1547,4,5999.79,-692.919
1547,5,6006,-689.351
1547,6,6012.41,-703.515
1547,7,6000.36,-698.429
1547,8,6017.69,-689.914
1547,9,6002.99,-691.839
1548,0,6017.51,-686.143
1548,1,5985.85,-702.982
1548,2,5993.01,-689.195
1548,3,5993.95,-672.543
1548,4,6020.7,-690.291
1548,5,6012.61,-694.735
1548,6,6014.3,-679.367
1548,7,5995.08,-681.511
1548,8,5995.27,-710.15
1548,9,6005.07,-689.837
1549,0,5989.81,-700.087
1549,1,6026.55,-682.418
1549,2,6005.64,-690.102
1549,3,6034.46,-702.983
1549,4,5996.02,-676.722
1549,5,5997.91,-684.828
1549,6,5992.45,-677.175
1549,7,5985.85,-680.384
1549,8,6003.56,-671.041
1549,9,5977.56,-676.956
1550,0,5982.46,-674.766
1550,1,6004.88,-684.641
1550,2,6018.45,-665.876
1550,3,6013.55,-659.741
1550,4,6007.9,-675.595
1550,5,6000.36,-682.153
1550,6,6009.78,-681.323
1550,7,5987.17,-679.179
1550,8,5984.35,-684.562
1550,9,6010.71,-662.261
1551,0,6010.35,-675.939
1551,1,5994.14,-690.588
1551,2,5977.57,-682.293
1551,3,5985.86,-680.947
1551,4,5988.49,-682.45
1551,5,6019.2,-666.596
1551,6,5983.6,-678.193
1551,7,6016.37,-669.194
1551,8,5993.39,-689.274
1551,9,5985.48,-673.639
1552,0,5994.53,-677.552
1552,1,5977,-675.517
1552,2,5981.34,-664.781
1552,3,5993.39,-671.635
1552,4,5988.12,-663.654
1552,5,5999.79,-661.244
1552,6,6020.71,-662.605
1552,7,5989.81,-684.594
1552,8,5991.13,-672.809
1552,9,5986.99,-675.752
1553,0,5988.12,-676.503
1553,1,5956.28,-667.113
1553,2,5977.95,-674.046
1553,3,5975.69,-661.917
1553,4,5982.46,-674.766
1553,5,5972.67,-669.194
1553,6,6008.08,-663.2
1553,7,5994.33,-672.778
1553,8,5951.57,-677.144
1553,9,5990.75,-654.279
1554,0,6022.21,-652.652
1554,1,5980.77,-666.784
1554,2,5973.42,-657.097
1554,3,5990.2,-671.87
1554,4,5960.05,-659.772
1554,5,5973.61,-640.038
1554,6,5979.08,-671.041
1554,7,5976.63,-645.61
1554,8,5985.48,-664.718
1554,9,5970.23,-652.73
1555,0,5996.23,-659.178
1555,1,5977.95,-667.238
1555,2,6000.74,-653.294
1555,3,5987.56,-636.079
1555,4,5992.28,-672.966
1555,5,5994.34,-661.4
1555,6,5964.01,-657.441
1555,7,5980.78,-650.617
1555,8,5964.77,-658.051
1555,9,5995.86,-661.854
1556,0,5977.39,-654.922
1556,1,5954.23,-654.875
1556,2,5977.77,-660.305
1556,3,5988.69,-634.201
1556,4,5984.18,-642.182
1556,5,5975.14,-645.578
1556,6,5997.93,-651.948
1556,7,6009.05,-644.592
1556,8,5981.72,-650.101
1556,9,5998.5,-630.507
1557,0,5992.84,-636.502
1557,1,5970.62,-655.594
1557,2,5997.55,-650.367
1557,3,6002.83,-632.166
1557,4,5970.99,-645.61
1557,5,5999.44,-644.295
1557,6,6000.38,-649.304
1557,7,5996.23,-641.853
1557,8,6007.73,-640.68
1557,9,5986.82,-633.261
1558,0,5983.44,-668.068
1558,1,5961.77,-632.573
1558,2,6008.49,-661.244
1558,3,5989.07,-632.276
1558,4,6012.63,-623.199
1558,5,6013.77,-651.228
1558,6,6006.79,-631.149
1558,7,6009.43,-630.804
1558,8,5997.37,-620.116
1558,9,6030.71,-636.345
1559,0,6002.83,-640.148
1559,1,5992.86,-642.824
1559,2,6006.42,-635.359
1559,3,6022.8,-626.062
1559,4,6014.33,-635.734
1559,5,5980.04,-631.524
1559,6,5976.28,-637.362
1559,7,6012.44,-632.996
1559,8,6010.37,-628.66
1559,9,6012.63,-625.264
1560,0,6000.39,-634.764
1560,1,6007.36,-624.326
1560,2,6034.68,-619.693
1560,3,6016.97,-638.004
1560,4,5984.19,-615.358
1560,5,6005.48,-621.649
1560,6,6003.78,-620.93
1560,7,5993.04,-626.47
1560,8,6000.77,-619.005
1560,9,5960.83,-623.95
1561,0,6028.65,-619.082
1561,1,5987.39,-628.316
1561,2,6008.11,-615.656
1561,3,6019.04,-617.659
1561,4,6017.54,-600.365
1561,5,6000.77,-609.552
1561,6,6005.66,-623.387
1561,7,6005.48,-614.45
1561,8,5976.09,-624.06
1561,9,6013.02,-625.828
1562,0,5996.81,-617.049
1562,1,5997,-627.519
1562,2,6002.08,-616.751
1562,3,6003.79,-634.451
1562,4,5975.71,-621.681
1562,5,6015.09,-633.324
1562,6,6007.36,-612.792
1562,7,6011.5,-609.63
1562,8,6004.16,-588.909
1562,9,6027.52,-622.855
1563,0,6006.98,-617.393
1563,1,5997.38,-614.56
1563,2,5995.87,-601.148
1563,3,5997.94,-616.782
1563,4,6002.65,-601.227
1563,5,6003.79,-603.072
1563,6,6007.92,-603.073
1563,7,5984.56,-613.167
1563,8,5995.86,-598.894
1563,9,6007.73,-601.837
1564,0,6016.96,-613.997
1564,1,6005.86,-610.381
1564,2,5995.67,-600.96
1564,3,5981.93,-598.597
1564,4,6014.33,-603.151
1564,5,5995.86,-601.305
1564,6,5988.33,-593.761
1564,7,5993.22,-598.925
1564,8,5986.06,-608.911
1564,9,5988.7,-593.432
1565,0,5983.61,-601.492
1565,1,5964.41,-591.695
1565,2,6000.95,-593.088
1565,3,5983.05,-595.952
1565,4,5970.81,-593.12
1565,5,5986.81,-602.697
1565,6,5967.79,-590.6
1565,7,5973.43,-591.351
1565,8,5953.47,-593.463
1565,9,5976.45,-595.498
1566,0,5942.55,-601.899
1566,1,5964.96,-583.964
1566,2,5944.05,-595.764
1566,3,5939.34,-584.982
1566,4,5969.66,-608.723
1566,5,5956.86,-578.393
1566,6,5948.57,-590.6
1566,7,5946.3,-610.194
1566,8,5954.02,-585.999
1566,9,5955.91,-577.454
1567,0,5953.66,-597.188
1567,1,5945.18,-576.546
1567,2,5946.68,-596.625
1567,3,5931.42,-585.248
1567,4,5929.92,-588.487
1567,5,5951.58,-570.896
1567,6,5940.84,-596.437
1567,7,5916.92,-586.938
1567,8,5925.77,-578.314
1567,9,5929.16,-588.408
1568,0,5951.95,-574.589
1568,1,5948.75,-587.281
1568,2,5949.51,-569.535
1568,3,5903.35,-579.786
1568,4,5928.23,-582.383
1568,5,5906.75,-585.326
1568,6,5923.7,-589.801
1568,7,5896.2,-590.897
1568,8,5933.12,-577
1568,9,5924.26,-584.23
1569,0,5930.11,-588.893
1569,1,5917.3,-574.434
1569,2,5909.57,-581.1
1569,3,5908.25,-571.57
1569,4,5891.11,-586.75
1569,5,5931.8,-565.685
1569,6,5884.14,-577.673
1569,7,5928.23,-577.031
1569,8,5883.76,-579.974
1569,9,5903.92,-600.428
1570,0,5903.35,-583.699
1570,1,5868.7,-593.229
1570,2,5885.27,-569.911
1570,3,5900.53,-589.536
1570,4,5894.69,-583.134
1570,5,5887.53,-590.068
1570,6,5878.12,-585.733
1570,7,5908.82,-580.724
1570,8,5882.06,-575.294
1570,9,5882.26,-574.652
1571,0,5868.88,-593.26
1571,1,5863.04,-561.318
1571,2,5879.43,-583.886
1571,3,5859.84,-580.944
1571,4,5859.65,-567.798
1571,5,5866.05,-584.637
1571,6,5877.36,-567.5
1571,7,5868.87,-572.023
1571,8,5870.76,-576.343
1571,9,5832.52,-579.363
1572,0,5858.52,-566.812
1572,1,5880.94,-574.762
1572,2,5863.22,-559.958
1572,3,5865.3,-564.182
1572,4,5855.31,-577.578
1572,5,5851.16,-559.737
1572,6,5864.35,-574.355
1572,7,5836.28,-573.368
1572,8,5862.47,-571.038
1572,9,5854.36,-551.444
1573,0,5837.04,-577.063
1573,1,5858.13,-560.678
1573,2,5827.05,-568.502
1573,3,5853.98,-556.639
1573,4,5837.6,-562.9
1573,5,5841.74,-571.069
1573,6,5836.27,-572.321
1573,7,5842.3,-582.337
1573,8,5830.81,-575.482
1573,9,5852.46,-555.137
1574,0,5831.94,-572.243
1574,1,5847.77,-565.873
1574,2,5799.72,-578.721
1574,3,5835.52,-566.812
1574,4,5834.94,-557.438
1574,5,5809.52,-562.07
1574,6,5815.35,-572.008
1574,7,5802.54,-559.284
1574,8,5820.82,-553.211
1574,9,5790.67,-579.144
1575,0,5821.76,-560.865
1575,1,5816.48,-569.534
1575,2,5824.39,-562.821
1575,3,5813.09,-568.063
1575,4,5789.73,-564.527
1575,5,5797.26,-556.827
1575,6,5806.68,-566.03
1575,7,5792.18,-566.248
1575,8,5799.33,-571.492
1575,9,5810.26,-550.849
1576,0,5795.94,-559.284
1576,1,5794.44,-559.66
1576,2,5789.91,-567.047
1576,3,5777.3,-567.234
1576,4,5791.04,-567.234
1576,5,5771.64,-553.932
1576,6,5805.94,-554.275
1576,7,5763.73,-565.466
1576,8,5775.41,-555.935
1576,9,5786.52,-577.516
1577,0,5769.57,-559.926
1577,1,5788.03,-545.308
1577,2,5791.61,-562.414
1577,3,5744.9,-571.412
1577,4,5763.92,-567.312
1577,5,5781.05,-566.515
1577,6,5760.71,-549.268
1577,7,5757.89,-571.836
1577,8,5786.33,-559.096
1577,9,5762.4,-564.824
1578,0,5764.86,-556.42
1578,1,5774.85,-554.839
1578,2,5748.47,-559.097
1578,3,5783.5,-545.606
1578,4,5756.94,-565.012
1578,5,5764.29,-573.603
1578,6,5728.31,-558.83
1578,7,5723.23,-578.237
1578,8,5763.72,-567.954
1578,9,5758.07,-574.058
1579,0,5749.79,-552.962
1579,1,5759.77,-568.674
1579,2,5759.4,-549.566
1579,3,5743.57,-568.408
1579,4,5764.29,-571.037
1579,5,5732.83,-559.738
1579,6,5733.21,-567.876
1579,7,5707.96,-574.355
1579,8,5730,-565.81
1579,9,5724.35,-550.473
1580,0,5715.68,-563.995
1580,1,5716.43,-565.278
1580,2,5731.13,-575.748
1580,3,5746.39,-555.371
1580,4,5736.22,-565.169
1580,5,5704.95,-567.688
1580,6,5718.14,-563.807
1580,7,5731.13,-556.122
1580,8,5710.03,-565.387
1580,9,5706.26,-563.807
1581,0,5718.32,-555.45
1581,1,5709.28,-556.498
1581,2,5709.85,-564.715
1581,3,5721.15,-546.967
1581,4,5701.75,-550.661
1581,5,5695.15,-564.526
1581,6,5708.72,-553.149
1581,7,5686.3,-565.199
1581,8,5683.65,-553.415
1581,9,5701.38,-571.115
1582,0,5685.35,-551.6
1582,1,5701.75,-576.233
1582,2,5676.13,-553.712
1582,3,5701.56,-568.064
1582,4,5688.36,-571.835
1582,5,5717.19,-557.062
1582,6,5709.84,-555.637
1582,7,5691.2,-557.484
1582,8,5694.58,-553.713
1582,9,5670.28,-560.567
1583,0,5703.06,-557.859
1583,1,5684.41,-549.456
1583,2,5691.95,-547.719
1583,3,5679.13,-540.943
1583,4,5696.47,-546.059
1583,5,5677.63,-559.784
1583,6,5654.65,-559.362
1583,7,5647.49,-560.724
1583,8,5673.86,-546.749
1583,9,5663.11,-547.155
1584,0,5678.95,-551.569
1584,1,5686.67,-552.32
1584,2,5666.32,-560.989
1584,3,5683.09,-555.105
1584,4,5662.93,-557.938
1584,5,5672.35,-560.192
1584,6,5675.55,-548.783
1584,7,5671.6,-564.042
1584,8,5674.03,-535.105
1584,9,5657.85,-552.398
1585,0,5657.85,-566.327
1585,1,5666.13,-552.962
1585,2,5665,-565.732
1585,3,5653.32,-547.202
1585,4,5675.55,-549.425
1585,5,5658.22,-561.554
1585,6,5650.87,-558.69
1585,7,5657.65,-561.742
1585,8,5655.57,-544.604
1585,9,5650.11,-553.415
1586,0,5655.01,-562.993
1586,1,5657.08,-564.527
1586,2,5623.73,-548.595
1586,3,5685.52,-565.998
1586,4,5683.07,-549.769
1586,5,5661.22,-552.258
1586,6,5637.86,-565.059
1586,7,5636.73,-554.589
1586,8,5647.65,-556.092
1586,9,5657.83,-556.514
1587,0,5658.96,-556.123
1587,1,5657.45,-555.152
1587,2,5662.35,-556.421
1587,3,5635.6,-559.175
1587,4,5650.1,-549.159
1587,5,5627.87,-561.82
1587,6,5671.96,-563.212
1587,7,5653.87,-560.317
1587,8,5618.64,-553.227
1587,9,5633.33,-551.913
1588,0,5658.21,-550.442
1588,1,5630.51,-563.697
1588,2,5674.22,-563.697
1588,3,5656.89,-561.819
1588,4,5639.56,-551.866
1588,5,5656.51,-557.484
1588,6,5643.89,-564.042
1588,7,5643.69,-552.32
1588,8,5641.25,-558.501
1588,9,5639.18,-543.243
1589,0,5641.44,-558.267
1589,1,5657.45,-556.874
1589,2,5620.71,-562.227
1589,3,5656.5,-566.295
1589,4,5669.5,-549.456
1589,5,5652.93,-561.24
1589,6,5657.07,-547.155
1589,7,5638.41,-564.902
1589,8,5635.59,-555.779
1589,9,5651.42,-565.841
1590,0,5644.64,-559.409
1590,1,5663.1,-571.601
1590,2,5657.26,-557.25
1590,3,5663.11,-560.004
1590,4,5656.13,-560.754
1590,5,5655.19,-562.821
1590,6,5633.52,-560.568
1590,7,5662.16,-565.309
1590,8,5636.54,-553.743
1590,9,5650.86,-544.323
1591,0,5659.14,-562.445
1591,1,5656.51,-566.327
1591,2,5669.69,-561.507
1591,3,5666.68,-563.806
1591,4,5672.7,-548.924
1591,5,5634.47,-563.541
1591,6,5648.59,-554.871
1591,7,5635.78,-568.893
1591,8,5660.65,-563.087
1591,9,5655.19,-560.223
1592,0,5658.2,-555.997
1592,1,5641.05,-567.188
1592,2,5672.9,-546.999
1592,3,5667.99,-569.378
1592,4,5652.55,-554.01
1592,5,5658.76,-564.104
1592,6,5649.54,-567.344
1592,7,5657.83,-567.798
1592,8,5656.87,-562.9
1592,9,5648.58,-553.932
1593,0,5645.95,-568.737
1593,1,5659.9,-564.746
1593,2,5680.99,-564.964
1593,3,5632.39,-554.198
1593,4,5662.72,-569.222
1593,5,5646.33,-554.12
1593,6,5676.66,-559.394
1593,7,5648.59,-568.017
1593,8,5669.5,-554.495
1593,9,5682.49,-553.854
1594,0,5638.42,-570.771
1594,1,5684.2,-574.354
1594,2,5663.85,-552.383
1594,3,5668.38,-570.161
1594,4,5663.29,-554.605
1594,5,5680.62,-565.873
1594,6,5667.43,-576.265
1594,7,5658.2,-575.106
1594,8,5694.19,-558.251
1594,9,5651.79,-557.657
1595,0,5701.34,-565.152
1595,1,5656.5,-564.214
1595,2,5694.56,-561.537
1595,3,5688.15,-561.757
1595,4,5694.75,-569.3
1595,5,5658.96,-568.127
1595,6,5669.5,-565.528
1595,7,5693.62,-560.333
1595,8,5699.64,-554.714
1595,9,5691.55,-570.99
1596,0,5681.94,-564.402
1596,1,5671.96,-563.901
1596,2,5698.14,-569.378
1596,3,5716.41,-571.929
1596,4,5679.68,-556.718
1596,5,5713.03,-564.887
1596,6,5674.59,-578.909
1596,7,5687.97,-554.605
1596,8,5700.59,-561.241
1596,9,5712.47,-580.975
1597,0,5683.44,-551.067
1597,1,5699.09,-568.392
1597,2,5693.82,-553.102
1597,3,5691.74,-557.046
1597,4,5684.58,-581.883
1597,5,5677.99,-575.7
1597,6,5685.33,-575.325
1597,7,5721.88,-569.191
1597,8,5701.35,-560.145
1597,9,5683.27,-565.31
1598,0,5705.87,-568.956
1598,1,5690.99,-573.667
1598,2,5714.34,-575.81
1598,3,5710.58,-561.084
1598,4,5699.09,-565.983
1598,5,5724.9,-563.682
1598,6,5703.61,-578.754
1598,7,5701.72,-566.326
1598,8,5684.21,-561.46
1598,9,5710.39,-554.307
1599,0,5715.85,-561.726
1599,1,5705.31,-579.128
1599,2,5726.6,-566.092
1599,3,5697.58,-573.072
1599,4,5699.47,-564.214
1599,5,5718.49,-564.965
1599,6,5710.39,-559.769
1599,7,5699.65,-587.157
1599,8,5713.79,-562.524
1599,9,5710.58,-580.193
1600,0,5714.92,-574.089
1600,1,5732.06,-564.511
1600,2,5735.27,-571.069
1600,3,5742.79,-555.778
1600,4,5697.76,-576.311
1600,5,5729.8,-573.448
1600,6,5722.07,-573.713
1600,7,5731.12,-566.06
1600,8,5751.27,-564.558
1600,9,5713.97,-569.534
1601,0,5724.9,-575.779
1601,1,5727.16,-568.33
1601,2,5727.17,-564.104
1601,3,5728.86,-561.694
1601,4,5749.58,-564.182
1601,5,5722.45,-580.271
1601,6,5738.47,-565.998
1601,7,5739.03,-576.953
1601,8,5726.79,-596.86
1601,9,5741.29,-575.184
1602,0,5718.5,-572.023
1602,1,5755.43,-568.549
1602,2,5770.49,-568.518
1602,3,5728.87,-576.844
1602,4,5733.76,-571.115
1602,5,5736.96,-583.964
1602,6,5747.32,-579.598
1602,7,5766.91,-587.095
1602,8,5769.75,-570.786
1602,9,5755.61,-585.326
1603,0,5759.95,-565.544
1603,1,5759.38,-565.278
1603,2,5792.34,-561.475
1603,3,5753.73,-575.529
1603,4,5728.68,-577
1603,5,5762.96,-563.165
1603,6,5752.78,-570.067
1603,7,5745.44,-574.966
1603,8,5753.92,-573.306
1603,9,5755.99,-585.639
1604,0,5740.17,-576.702
1604,1,5752.04,-577.219
1604,2,5736.02,-582.086
1604,3,5733.38,-590.334
1604,4,5775.01,-575.153
1604,5,5772,-571.726
1604,6,5759.2,-583.698
1604,7,5757.5,-557.938
1604,8,5782.36,-583.776
1604,9,5763.33,-580.427
1605,0,5760.51,-582.196
1605,1,5777.47,-568.11
1605,2,5790.47,-574.167
1605,3,5739.97,-566.561
1605,4,5765.6,-588.487
1605,5,5755.99,-573.306
1605,6,5780.67,-586.828
1605,7,5767.86,-593.871
1605,8,5778.97,-585.248
1605,9,5798.38,-584.152
1606,0,5777.85,-586.374
1606,1,5755.8,-596.171
1606,2,5755.99,-596.813
1606,3,5806.66,-569.535
1606,4,5770.68,-578.126
1606,5,5765.6,-587.813
1606,6,5775.96,-585.06
1606,7,5786.12,-583.291
1606,8,5807.98,-584.95
1606,9,5782.18,-593.761
1607,0,5757.31,-589.317
1607,1,5767.3,-604.528
1607,2,5773.52,-575.857
1607,3,5766.73,-587.422
1607,4,5781.61,-597.486
1607,5,5787.84,-594.966
1607,6,5799.13,-584.496
1607,7,5790.66,-588.597
1607,8,5807.8,-592.071
1607,9,5815.52,-593.761
1608,0,5781.42,-600.428
1608,1,5796.88,-592.478
1608,2,5763.53,-590.929
1608,3,5778.04,-605.733
1608,4,5791.6,-587.313
1608,5,5781.61,-600.615
1608,6,5791.03,-591.194
1608,7,5812.51,-596.703
1608,8,5789.34,-606.797
1608,9,5806.67,-582.008
1609,0,5821.36,-596.14
1609,1,5789.54,-612.745
1609,2,5793.67,-598.206
1609,3,5789.53,-592.823
1609,4,5794.8,-588.675
1609,5,5810.63,-597.642
1609,6,5794.61,-612.792
1609,7,5796.87,-605.484
1609,8,5779.92,-605.139
1609,9,5793.86,-601.711
1610,0,5795.74,-614.216
1610,1,5769.56,-600.099
1610,2,5794.61,-619.114
1610,3,5781.05,-595.576
1610,4,5774.84,-595.765
1610,5,5794.24,-607.627
1610,6,5780.85,-610.46
1610,7,5766.16,-606.767
1610,8,5770.5,-608.879
1610,9,5800.83,-610.648
1611,0,5783.69,-620.554
1611,1,5777.66,-605.858
1611,2,5772.95,-625.452
1611,3,5781.8,-630.163
1611,4,5808.56,-613.026
1611,5,5800.45,-596.719
1611,6,5794.24,-620.711
1611,7,5781.61,-600.929
1611,8,5785.01,-610.053
1611,9,5787.64,-609.865
1612,0,5778.22,-611.289
1612,1,5790.48,-609.52
1612,2,5813.64,-611.023
1612,3,5782.37,-618.457
1612,4,5815.71,-631.713
1612,5,5801.58,-624.935
1612,6,5814.77,-610.585
1612,7,5796.68,-621.696
1612,8,5781.8,-614.576
1612,9,5806.48,-618.034
1613,0,5776.91,-622.479
1613,1,5824.19,-604.81
1613,2,5808.56,-623.121
1613,3,5762.21,-628.332
1613,4,5797.44,-611.477
1613,5,5834.93,-610.35
1613,6,5816.28,-621.962
1613,7,5826.26,-617.096
1613,8,5805.92,-609.489
1613,9,5820.99,-618.863
1614,0,5826.83,-610.616
1614,1,5833.99,-608.582
1614,2,5831.35,-619.725
1614,3,5821.74,-619.584
1614,4,5838.89,-608.206
1614,5,5835.12,-621.086
1614,6,5836.62,-619.505
1614,7,5810.63,-608.769
1614,8,5827.59,-629.677
1614,9,5843.6,-614.764
1615,0,5816.48,-628.395
1615,1,5847.93,-599.645
1615,2,5840.59,-629.459
1615,3,5836.44,-626.548
1615,4,5852.07,-612.682
1615,5,5840.77,-601.007
1615,6,5864.7,-619.208
1615,7,5866.01,-623.605
1615,8,5847.74,-611.18
1615,9,5871.67,-626.626
1616,0,5838.71,-607.142
1616,1,5860.37,-620.037
1616,2,5881.09,-607.221
1616,3,5866.59,-601.79
1616,4,5889.01,-621.916
1616,5,5874.5,-627.002
1616,6,5888.07,-622.479
1616,7,5889.58,-607.22
1616,8,5878.27,-608.848
1616,9,5884.49,-613.589
1617,0,5906.34,-623.34
1617,1,5862.83,-609.254
